2019309	86	341	8
2019310	497	765	18
			
2019311	95	248	14
2019312	413	31	4
2019313	269	48	12
2019314	575	594	18
2019315	471	983	20
			
2019316	236	885	21
2019317	409	548	17
2019318	330	232	7
2019319	489	333	9
2019320	539	588	21
			
2019321	720	853	16
2019322	730	44	8
2019323	310	170	8
2019324	956	432	9
2019325	264	798	24
			
2019326	88	545	14
2019327	596	242	8
2019328	67	125	8
2019329	160	47	11
2019330	648	265	13
			
2019331	602	883	19
2019332	565	776	20
2019333	883	536	14
2019334	705	0	0
2019335	127	677	20
			
2019336	284	665	17
2019337	302	959	23
2019338	525	914	14
2019339	712	602	8
2019340	939	51	6
			
2019341	338	802	10
2019342	878	789	24
2019343	698	538	16
2019344	977	704	11
2019345	152	511	7
			
2019346	411	472	13
2019347	785	348	15
2019348	210	822	12
2019349	210	878	23
2019350	532	290	11
			
2019351	257	852	15
2020001	888	87	15
